user_id,subscription_type,subscribed_date,unsubscribed_date
U4736,yearly,2026-01-19,
U4738,monthly,2026-01-24,
U4739,monthly,2026-01-25,
U4750,yearly,2026-01-21,2026-01-28
U4752,yearly,2026-01-23,
U4755,yearly,2026-01-27,
U4758,yearly,2026-01-25,2026-01-26
U4762,yearly,2026-01-27,
U4765,yearly,2026-01-21,
U4767,yearly,2026-01-21,
U4768,yearly,2026-01-24,2026-01-25
U4769,yearly,2026-01-19,
U4770,yearly,2026-01-23,
U4777,yearly,2026-01-21,
U4778,yearly,2026-01-16,
U4780,yearly,2026-01-19,2026-01-24
U4784,yearly,2026-01-18,2026-01-23
U4787,monthly,2026-01-23,
U4791,yearly,2026-01-22,
U4794,monthly,2026-01-18,
U4796,yearly,2026-01-22,
U4802,yearly,2026-01-21,
U4804,yearly,2026-01-23,
U4811,monthly,2026-01-20,
U4813,yearly,2026-01-22,
U4815,monthly,2026-01-21,
U4817,monthly,2026-01-26,
U4818,yearly,2026-01-21,
U4821,yearly,2026-01-21,
U4828,yearly,2026-01-26,
U4829,yearly,2026-01-28,
U4830,monthly,2026-01-18,
U4832,monthly,2026-01-19,
U4834,yearly,2026-01-20,
U4835,yearly,2026-01-19,
U4840,yearly,2026-01-21,2026-01-25
U4842,yearly,2026-01-16,2026-01-19
U4843,monthly,2026-01-18,
U4844,monthly,2026-01-28,
U4850,yearly,2026-01-15,
U4853,yearly,2026-01-20,
U4854,monthly,2026-01-16,
U4857,yearly,2026-01-19,2026-01-24
U4859,monthly,2026-01-20,
U4864,yearly,2026-01-26,
U4870,monthly,2026-01-25,
U4875,yearly,2026-01-18,
U4876,monthly,2026-01-15,
U4878,yearly,2026-01-18,
U4880,yearly,2026-01-20,
U4883,yearly,2026-01-22,
U4885,yearly,2026-01-23,
U4886,yearly,2026-01-26,
U4890,yearly,2026-01-17,
U4898,yearly,2026-01-19,
U4899,monthly,2026-01-17,2026-01-23
U4905,yearly,2026-01-22,
U4909,yearly,2026-01-15,
U4910,monthly,2026-01-20,2026-01-25
U4913,yearly,2026-01-18,2026-01-28
U4915,yearly,2026-01-24,
U4920,yearly,2026-01-19,
U4921,yearly,2026-01-16,
U4929,monthly,2026-01-15,
U4931,monthly,2026-01-26,
U4932,monthly,2026-01-17,2026-01-18
U4933,yearly,2026-01-20,2026-01-26
U4935,yearly,2026-01-18,
U4937,yearly,2026-01-15,
U4940,yearly,2026-01-22,
U4941,yearly,2026-01-17,
U4942,yearly,2026-01-19,
U4944,yearly,2026-01-17,
U4946,monthly,2026-01-16,
U4951,yearly,2026-01-25,2026-01-27
U4953,yearly,2026-01-18,2026-01-20
U4954,monthly,2026-01-23,
U4957,yearly,2026-01-26,
U4959,monthly,2026-01-26,2026-01-28
U4960,monthly,2026-01-23,2026-01-28
U4962,monthly,2026-01-19,
U4964,yearly,2026-01-28,
U4974,monthly,2026-01-28,
U4975,yearly,2026-01-20,
U4976,yearly,2026-01-19,
U4977,yearly,2026-01-21,
U4978,yearly,2026-01-26,
U4985,yearly,2026-01-24,
U4987,yearly,2026-01-26,
U4988,yearly,2026-01-27,
U4993,yearly,2026-01-21,
U4998,yearly,2026-01-19,
