user_id,date,device,visits,button_clicks_monthly,button_clicks_yearly
U2691,2026-01-18,Mobile,4,2,2
U2691,2026-01-19,PC,3,2,1
U2691,2026-01-20,PC,5,1,1
U2691,2026-01-21,Mobile,2,0,0
U2691,2026-01-23,Mobile,1,0,1
U2691,2026-01-24,Mobile,4,0,1
U2691,2026-01-25,Mobile,1,0,0
U2691,2026-01-26,Mobile,2,0,0
U2691,2026-01-27,Mobile,5,0,3
U2692,2026-01-15,PC,5,1,4
U2692,2026-01-16,Mobile,1,0,0
U2692,2026-01-18,Mobile,3,0,1
U2692,2026-01-19,Mobile,5,0,0
U2692,2026-01-20,PC,2,0,1
U2692,2026-01-21,Mobile,3,0,0
U2692,2026-01-22,PC,3,0,0
U2692,2026-01-23,Mobile,2,0,2
U2692,2026-01-24,Mobile,2,2,0
U2692,2026-01-25,Mobile,5,1,4
U2692,2026-01-26,Mobile,4,3,1
U2692,2026-01-27,PC,5,0,2
U2692,2026-01-28,Mobile,5,1,1
U2693,2026-01-15,Mobile,3,0,0
U2693,2026-01-16,PC,3,0,0
U2693,2026-01-17,PC,3,1,1
U2693,2026-01-18,PC,3,0,0
U2693,2026-01-19,PC,1,0,1
U2693,2026-01-20,PC,2,0,0
U2693,2026-01-21,PC,4,0,0
U2693,2026-01-22,Mobile,5,0,0
U2693,2026-01-23,PC,2,0,1
U2693,2026-01-24,Mobile,1,0,0
U2693,2026-01-25,Mobile,1,1,0
U2693,2026-01-26,PC,3,0,0
U2693,2026-01-27,Mobile,5,1,1
U2693,2026-01-28,Mobile,5,0,0
U2694,2026-01-15,Mobile,5,1,1
U2694,2026-01-16,PC,5,0,0
U2694,2026-01-17,PC,2,1,0
U2694,2026-01-19,Mobile,5,1,1
U2694,2026-01-20,PC,3,3,0
U2694,2026-01-21,Mobile,5,3,0
U2694,2026-01-22,Mobile,3,0,1
U2694,2026-01-23,PC,1,1,0
U2694,2026-01-24,PC,2,2,0
U2694,2026-01-25,Mobile,1,1,0
U2694,2026-01-26,Mobile,5,1,2
U2694,2026-01-28,Mobile,3,2,1
U2695,2026-01-15,Mobile,4,2,2
U2695,2026-01-16,Mobile,3,1,2
U2695,2026-01-17,Mobile,1,0,0
U2695,2026-01-18,PC,3,2,1
U2695,2026-01-19,Mobile,1,1,0
U2695,2026-01-20,Mobile,2,1,0
U2695,2026-01-21,Mobile,4,2,0
U2695,2026-01-22,Mobile,5,1,3
U2695,2026-01-23,Mobile,1,0,0
U2695,2026-01-26,PC,2,0,1
U2695,2026-01-27,PC,4,0,0
U2695,2026-01-28,PC,1,0,0
U2696,2026-01-15,PC,3,0,2
U2696,2026-01-16,Mobile,5,0,1
U2696,2026-01-17,Mobile,5,1,2
U2696,2026-01-18,Mobile,4,0,0
U2696,2026-01-19,PC,3,0,0
U2696,2026-01-20,Mobile,2,0,2
U2696,2026-01-21,PC,4,0,4
U2696,2026-01-22,PC,1,0,0
U2696,2026-01-23,PC,1,0,1
U2696,2026-01-24,PC,5,1,2
U2696,2026-01-25,Mobile,3,2,0
U2696,2026-01-26,PC,1,0,1
U2696,2026-01-27,Mobile,2,0,1
U2696,2026-01-28,PC,3,1,2
U2697,2026-01-15,PC,3,1,2
U2697,2026-01-16,Mobile,5,0,2
U2697,2026-01-17,Mobile,5,2,3
U2697,2026-01-18,Mobile,1,0,1
U2697,2026-01-19,Mobile,2,0,1
U2697,2026-01-21,Mobile,5,5,0
U2697,2026-01-22,Mobile,2,0,1
U2697,2026-01-23,Mobile,4,0,0
U2697,2026-01-24,PC,1,1,0
U2697,2026-01-25,Mobile,2,1,0
U2697,2026-01-26,Mobile,3,1,0
U2697,2026-01-27,Mobile,1,0,1
U2697,2026-01-28,Mobile,1,0,1
U2698,2026-01-15,PC,5,1,1
U2698,2026-01-16,PC,4,0,0
U2698,2026-01-17,PC,1,0,0
U2698,2026-01-18,PC,3,1,0
U2698,2026-01-19,PC,4,1,3
U2698,2026-01-20,Mobile,5,1,2
U2698,2026-01-22,PC,3,0,1
U2698,2026-01-24,Mobile,1,1,0
U2698,2026-01-25,Mobile,5,1,1
U2698,2026-01-26,PC,3,0,2
U2698,2026-01-27,PC,1,0,1
U2698,2026-01-28,PC,2,2,0
U2699,2026-01-15,Mobile,3,1,1
U2699,2026-01-17,PC,2,1,0
U2699,2026-01-18,Mobile,1,0,0
U2699,2026-01-21,Mobile,3,2,1
U2699,2026-01-22,Mobile,2,1,0
U2699,2026-01-24,Mobile,1,0,1
U2699,2026-01-25,Mobile,1,0,0
U2699,2026-01-27,Mobile,2,0,0
U2699,2026-01-28,PC,4,0,1
U2700,2026-01-15,Mobile,5,1,3
U2700,2026-01-16,Mobile,4,3,0
U2700,2026-01-17,Mobile,1,0,0
U2700,2026-01-18,Mobile,5,1,0
U2700,2026-01-19,PC,3,1,1
U2700,2026-01-20,PC,4,2,1
U2700,2026-01-21,Mobile,3,1,1
U2700,2026-01-22,Mobile,2,0,0
U2700,2026-01-23,Mobile,3,1,0
U2700,2026-01-24,PC,5,3,1
U2700,2026-01-25,Mobile,1,1,0
U2700,2026-01-26,PC,5,2,1
U2700,2026-01-27,Mobile,2,0,0
U2700,2026-01-28,Mobile,4,1,2
U2701,2026-01-15,Mobile,2,1,0
U2701,2026-01-16,PC,3,1,0
U2701,2026-01-17,Mobile,2,0,1
U2701,2026-01-18,Mobile,2,1,1
U2701,2026-01-20,PC,2,0,1
U2701,2026-01-21,PC,1,0,0
U2701,2026-01-22,Mobile,4,1,1
U2701,2026-01-23,PC,3,0,1
U2701,2026-01-27,Mobile,4,1,1
U2701,2026-01-28,Mobile,5,3,1
U2702,2026-01-15,Mobile,1,0,0
U2702,2026-01-16,Mobile,3,1,2
U2702,2026-01-17,Mobile,5,1,1
U2702,2026-01-18,Mobile,3,0,0
U2702,2026-01-19,Mobile,3,0,0
U2702,2026-01-20,PC,2,1,0
U2702,2026-01-21,PC,5,1,3
U2702,2026-01-24,Mobile,1,1,0
U2702,2026-01-25,PC,2,0,1
U2702,2026-01-27,Mobile,5,4,1
U2702,2026-01-28,Mobile,5,2,0
U2703,2026-01-15,Mobile,4,2,1
U2703,2026-01-16,Mobile,3,0,1
U2703,2026-01-17,Mobile,3,1,0
U2703,2026-01-18,PC,5,0,2
U2703,2026-01-19,Mobile,4,0,2
U2703,2026-01-20,Mobile,1,1,0
U2703,2026-01-21,Mobile,5,0,0
U2703,2026-01-22,PC,1,1,0
U2703,2026-01-23,Mobile,1,0,1
U2703,2026-01-24,Mobile,2,1,1
U2703,2026-01-25,PC,3,1,0
U2703,2026-01-28,PC,5,1,0
U2704,2026-01-15,Mobile,1,1,0
U2704,2026-01-16,Mobile,1,0,0
U2704,2026-01-17,PC,3,0,0
U2704,2026-01-18,PC,4,0,0
U2704,2026-01-19,Mobile,5,1,4
U2704,2026-01-20,Mobile,3,0,2
U2704,2026-01-21,Mobile,2,0,2
U2704,2026-01-22,PC,1,1,0
U2704,2026-01-23,PC,5,0,0
U2704,2026-01-25,Mobile,5,1,2
U2704,2026-01-26,Mobile,4,1,0
U2704,2026-01-27,Mobile,1,0,0
U2704,2026-01-28,PC,4,0,4
U2705,2026-01-15,Mobile,4,0,0
U2705,2026-01-16,Mobile,3,0,0
U2705,2026-01-17,Mobile,1,0,1
U2705,2026-01-18,Mobile,3,0,2
U2705,2026-01-20,PC,2,0,2
U2705,2026-01-21,PC,1,0,0
U2705,2026-01-22,Mobile,5,0,0
U2705,2026-01-24,PC,5,1,0
U2705,2026-01-25,Mobile,2,0,0
U2705,2026-01-26,Mobile,3,0,1
U2705,2026-01-27,PC,4,1,0
U2705,2026-01-28,PC,1,0,0
U2706,2026-01-15,Mobile,2,0,1
U2706,2026-01-16,Mobile,1,0,0
U2706,2026-01-17,PC,3,2,1
U2706,2026-01-18,Mobile,3,1,1
U2706,2026-01-19,PC,5,0,2
U2706,2026-01-20,Mobile,1,0,1
U2706,2026-01-21,Mobile,5,2,3
U2706,2026-01-22,Mobile,4,0,4
U2706,2026-01-23,Mobile,3,0,3
U2706,2026-01-24,PC,3,0,0
U2706,2026-01-26,Mobile,5,0,3
U2706,2026-01-27,PC,5,1,3
U2706,2026-01-28,PC,2,0,1
U2707,2026-01-15,Mobile,4,1,1
U2707,2026-01-16,Mobile,4,4,0
U2707,2026-01-17,Mobile,1,1,0
U2707,2026-01-18,PC,1,0,1
U2707,2026-01-19,PC,2,1,0
U2707,2026-01-20,Mobile,1,0,1
U2707,2026-01-21,Mobile,2,0,0
U2707,2026-01-22,Mobile,4,2,2
U2707,2026-01-23,PC,1,0,0
U2707,2026-01-24,Mobile,4,1,1
U2707,2026-01-25,PC,4,0,0
U2707,2026-01-26,Mobile,1,0,0
U2707,2026-01-27,Mobile,3,2,0
U2707,2026-01-28,Mobile,2,1,0
U2708,2026-01-15,Mobile,3,0,2
U2708,2026-01-16,Mobile,5,1,2
U2708,2026-01-17,PC,1,0,1
U2708,2026-01-18,PC,3,0,1
U2708,2026-01-19,Mobile,2,0,1
U2708,2026-01-20,Mobile,4,0,1
U2708,2026-01-21,Mobile,1,0,0
U2708,2026-01-22,PC,3,1,1
U2708,2026-01-23,PC,4,0,1
U2708,2026-01-24,PC,3,1,2
U2708,2026-01-25,Mobile,3,0,0
U2708,2026-01-26,Mobile,2,0,2
U2708,2026-01-27,Mobile,3,2,0
U2708,2026-01-28,Mobile,2,0,1
U2709,2026-01-15,PC,2,0,0
U2709,2026-01-16,Mobile,4,1,1
U2709,2026-01-17,Mobile,3,0,1
U2709,2026-01-18,Mobile,5,0,1
U2709,2026-01-19,PC,5,0,2
U2709,2026-01-20,PC,1,0,0
U2709,2026-01-21,PC,2,0,2
U2709,2026-01-22,PC,2,0,0
U2709,2026-01-24,Mobile,2,0,0
U2709,2026-01-25,PC,5,0,0
U2709,2026-01-26,PC,2,0,1
U2709,2026-01-27,Mobile,3,1,0
U2709,2026-01-28,Mobile,5,0,0
U2710,2026-01-15,PC,4,0,0
U2710,2026-01-16,PC,3,1,0
U2710,2026-01-18,Mobile,4,1,1
U2710,2026-01-19,PC,4,1,3
U2710,2026-01-20,PC,1,0,1
U2710,2026-01-21,PC,3,0,1
U2710,2026-01-22,Mobile,2,0,2
U2710,2026-01-23,PC,4,1,1
U2710,2026-01-24,Mobile,4,0,4
U2710,2026-01-25,PC,2,1,1
U2710,2026-01-27,Mobile,1,0,0
U2710,2026-01-28,PC,2,1,1
U2711,2026-01-15,PC,2,0,0
U2711,2026-01-16,Mobile,5,0,1
U2711,2026-01-17,PC,2,0,0
U2711,2026-01-18,PC,5,0,0
U2711,2026-01-19,Mobile,2,1,1
U2711,2026-01-20,Mobile,1,1,0
U2711,2026-01-22,PC,1,0,1
U2711,2026-01-23,Mobile,3,0,2
U2711,2026-01-24,Mobile,1,0,0
U2711,2026-01-25,PC,1,0,1
U2711,2026-01-26,PC,1,0,0
U2711,2026-01-27,Mobile,5,0,4
U2711,2026-01-28,Mobile,3,0,3
U2712,2026-01-15,Mobile,4,0,0
U2712,2026-01-16,PC,3,1,2
U2712,2026-01-17,Mobile,1,0,1
U2712,2026-01-18,PC,2,0,1
U2712,2026-01-19,Mobile,1,1,0
U2712,2026-01-20,Mobile,2,0,0
U2712,2026-01-21,PC,5,0,2
U2712,2026-01-22,Mobile,3,0,2
U2712,2026-01-23,Mobile,4,1,3
U2712,2026-01-24,PC,1,0,0
U2712,2026-01-25,Mobile,2,0,0
U2712,2026-01-26,PC,1,0,0
U2712,2026-01-27,Mobile,4,0,0
U2712,2026-01-28,Mobile,4,2,2
U2713,2026-01-15,PC,3,2,0
U2713,2026-01-16,Mobile,4,0,0
U2713,2026-01-17,Mobile,5,1,1
U2713,2026-01-18,Mobile,3,0,1
U2713,2026-01-20,Mobile,2,1,1
U2713,2026-01-22,PC,1,0,1
U2713,2026-01-23,Mobile,2,1,0
U2713,2026-01-24,Mobile,2,1,0
U2713,2026-01-25,Mobile,4,1,2
U2713,2026-01-26,Mobile,5,0,1
U2713,2026-01-27,PC,3,0,1
U2713,2026-01-28,Mobile,4,3,1
U2714,2026-01-15,Mobile,2,0,0
U2714,2026-01-17,PC,2,1,1
U2714,2026-01-18,PC,2,0,0
U2714,2026-01-19,Mobile,1,0,1
U2714,2026-01-20,Mobile,3,0,3
U2714,2026-01-22,Mobile,1,0,1
U2714,2026-01-23,PC,1,0,0
U2714,2026-01-24,Mobile,4,1,2
U2714,2026-01-25,Mobile,2,0,0
U2714,2026-01-26,Mobile,5,0,3
U2714,2026-01-28,PC,1,0,0
U2715,2026-01-15,Mobile,4,2,0
U2715,2026-01-16,Mobile,3,1,2
U2715,2026-01-18,PC,3,1,0
U2715,2026-01-19,Mobile,4,2,0
U2715,2026-01-20,PC,1,1,0
U2715,2026-01-21,PC,1,0,0
U2715,2026-01-22,Mobile,5,1,1
U2715,2026-01-23,Mobile,5,2,2
U2715,2026-01-24,Mobile,2,0,2
U2715,2026-01-25,Mobile,5,3,0
U2715,2026-01-27,PC,4,1,0
U2716,2026-01-15,PC,2,0,1
U2716,2026-01-16,Mobile,4,2,1
U2716,2026-01-17,Mobile,4,2,2
U2716,2026-01-19,Mobile,2,0,1
U2716,2026-01-20,Mobile,1,0,1
U2716,2026-01-21,PC,1,0,0
U2716,2026-01-22,Mobile,5,0,1
U2716,2026-01-24,Mobile,5,1,1
U2716,2026-01-25,Mobile,3,1,2
U2716,2026-01-26,PC,2,0,0
U2716,2026-01-27,Mobile,3,1,1
U2716,2026-01-28,PC,5,3,1
U2717,2026-01-15,Mobile,2,0,0
U2717,2026-01-16,Mobile,3,1,1
U2717,2026-01-17,PC,1,1,0
U2717,2026-01-18,Mobile,5,3,2
U2717,2026-01-19,PC,5,0,0
U2717,2026-01-20,Mobile,5,4,1
U2717,2026-01-23,PC,5,3,2
U2717,2026-01-24,Mobile,4,1,0
U2717,2026-01-25,PC,4,1,3
U2717,2026-01-27,PC,4,0,0
U2717,2026-01-28,Mobile,1,0,1
U2718,2026-01-15,PC,4,1,1
U2718,2026-01-16,Mobile,2,1,1
U2718,2026-01-17,PC,1,0,1
U2718,2026-01-18,Mobile,4,2,2
U2718,2026-01-19,PC,1,0,0
U2718,2026-01-20,Mobile,2,0,1
U2718,2026-01-21,Mobile,1,1,0
U2718,2026-01-22,PC,1,0,0
U2718,2026-01-24,Mobile,4,4,0
U2718,2026-01-25,PC,4,1,1
U2718,2026-01-26,Mobile,3,2,1
U2718,2026-01-27,Mobile,3,2,0
U2718,2026-01-28,Mobile,2,1,0
U2719,2026-01-15,Mobile,5,0,0
U2719,2026-01-16,Mobile,3,1,1
U2719,2026-01-17,Mobile,2,0,0
U2719,2026-01-18,PC,2,0,1
U2719,2026-01-20,PC,1,1,0
U2719,2026-01-21,PC,2,1,0
U2719,2026-01-22,Mobile,5,0,0
U2719,2026-01-23,PC,3,0,0
U2719,2026-01-24,Mobile,5,2,1
U2719,2026-01-25,PC,1,0,0
U2719,2026-01-26,Mobile,5,0,2
U2719,2026-01-27,Mobile,1,0,0
U2720,2026-01-15,Mobile,5,3,0
U2720,2026-01-16,Mobile,2,0,0
U2720,2026-01-17,Mobile,2,0,0
U2720,2026-01-18,PC,3,0,0
U2720,2026-01-20,Mobile,1,1,0
U2720,2026-01-22,Mobile,4,0,2
U2720,2026-01-23,Mobile,1,0,0
U2720,2026-01-24,Mobile,4,0,1
U2720,2026-01-25,PC,4,1,3
U2720,2026-01-27,PC,1,0,1
U2720,2026-01-28,PC,3,0,1
U2721,2026-01-15,Mobile,5,3,1
U2721,2026-01-16,Mobile,4,3,1
U2721,2026-01-17,PC,3,0,2
U2721,2026-01-18,Mobile,4,2,0
U2721,2026-01-19,Mobile,4,2,1
U2721,2026-01-20,PC,5,0,2
U2721,2026-01-21,Mobile,3,1,1
U2721,2026-01-23,Mobile,5,3,0
U2721,2026-01-24,PC,3,0,1
U2721,2026-01-25,Mobile,2,1,0
U2721,2026-01-26,Mobile,2,1,1
U2721,2026-01-27,Mobile,2,1,1
U2721,2026-01-28,Mobile,1,1,0
U2722,2026-01-15,PC,3,0,2
U2722,2026-01-16,Mobile,4,0,2
U2722,2026-01-17,Mobile,1,0,0
U2722,2026-01-18,Mobile,1,0,0
U2722,2026-01-20,Mobile,5,0,5
U2722,2026-01-21,Mobile,4,0,2
U2722,2026-01-22,Mobile,3,0,1
U2722,2026-01-23,PC,3,2,1
U2722,2026-01-24,PC,4,1,3
U2722,2026-01-25,Mobile,3,0,2
U2722,2026-01-26,Mobile,5,1,1
U2722,2026-01-27,Mobile,4,1,3
U2722,2026-01-28,PC,3,0,3
U2723,2026-01-15,PC,5,1,4
U2723,2026-01-16,Mobile,5,1,3
U2723,2026-01-17,Mobile,4,1,3
U2723,2026-01-18,PC,2,0,2
U2723,2026-01-19,PC,5,0,1
U2723,2026-01-20,Mobile,4,1,3
U2723,2026-01-21,PC,3,1,0
U2723,2026-01-22,Mobile,4,0,4
U2723,2026-01-23,Mobile,3,0,0
U2723,2026-01-25,PC,4,1,2
U2723,2026-01-26,Mobile,5,0,0
U2723,2026-01-27,PC,1,0,1
U2724,2026-01-15,Mobile,2,2,0
U2724,2026-01-16,Mobile,3,0,0
U2724,2026-01-17,PC,1,1,0
U2724,2026-01-18,Mobile,3,0,0
U2724,2026-01-19,PC,4,2,0
U2724,2026-01-20,Mobile,5,0,0
U2724,2026-01-21,Mobile,1,0,0
U2724,2026-01-22,Mobile,3,1,1
U2724,2026-01-23,Mobile,2,1,1
U2724,2026-01-24,PC,5,0,0
U2724,2026-01-25,Mobile,4,2,1
U2724,2026-01-26,PC,4,0,0
U2724,2026-01-27,PC,4,1,1
U2724,2026-01-28,Mobile,5,0,3
U2725,2026-01-15,Mobile,4,3,1
U2725,2026-01-16,Mobile,5,1,2
U2725,2026-01-17,Mobile,3,0,3
U2725,2026-01-18,Mobile,5,0,0
U2725,2026-01-19,Mobile,3,1,2
U2725,2026-01-21,Mobile,2,0,0
U2725,2026-01-22,Mobile,2,1,1
U2725,2026-01-23,Mobile,5,2,0
U2725,2026-01-24,PC,4,0,0
U2725,2026-01-25,Mobile,1,0,0
U2725,2026-01-26,PC,5,3,1
U2725,2026-01-28,PC,1,0,0
U2726,2026-01-15,Mobile,1,1,0
U2726,2026-01-16,Mobile,5,0,1
U2726,2026-01-17,Mobile,1,0,0
U2726,2026-01-18,PC,2,1,1
U2726,2026-01-19,PC,2,0,1
U2726,2026-01-20,Mobile,4,0,0
U2726,2026-01-21,PC,5,2,3
U2726,2026-01-22,PC,3,0,2
U2726,2026-01-23,Mobile,2,0,2
U2726,2026-01-24,Mobile,1,0,1
U2726,2026-01-25,Mobile,2,0,1
U2726,2026-01-26,PC,2,0,1
U2726,2026-01-27,PC,1,0,1
U2726,2026-01-28,Mobile,5,2,1
U2727,2026-01-15,Mobile,1,0,0
U2727,2026-01-16,Mobile,2,0,1
U2727,2026-01-17,Mobile,4,0,0
U2727,2026-01-18,Mobile,2,1,0
U2727,2026-01-19,Mobile,5,1,4
U2727,2026-01-20,PC,1,0,1
U2727,2026-01-21,PC,4,0,0
U2727,2026-01-22,Mobile,3,0,0
U2727,2026-01-23,PC,3,0,0
U2727,2026-01-24,Mobile,1,0,0
U2727,2026-01-25,Mobile,1,0,1
U2727,2026-01-26,PC,2,0,1
U2727,2026-01-27,PC,4,0,3
U2727,2026-01-28,Mobile,4,1,3
U2728,2026-01-15,PC,1,0,1
U2728,2026-01-16,Mobile,4,2,1
U2728,2026-01-17,PC,2,0,1
U2728,2026-01-18,Mobile,2,1,1
U2728,2026-01-19,Mobile,4,2,2
U2728,2026-01-20,PC,5,2,1
U2728,2026-01-21,Mobile,3,1,2
U2728,2026-01-22,Mobile,1,0,0
U2728,2026-01-23,Mobile,4,1,3
U2728,2026-01-24,Mobile,3,1,0
U2728,2026-01-25,Mobile,3,0,1
U2728,2026-01-26,Mobile,1,0,0
U2728,2026-01-27,PC,1,0,0
U2728,2026-01-28,PC,1,0,0
U2729,2026-01-15,Mobile,1,0,1
U2729,2026-01-16,PC,5,4,1
U2729,2026-01-17,Mobile,3,1,1
U2729,2026-01-18,PC,3,0,1
U2729,2026-01-19,PC,2,1,1
U2729,2026-01-20,PC,2,0,0
U2729,2026-01-21,Mobile,2,0,2
U2729,2026-01-22,Mobile,1,0,1
U2729,2026-01-23,Mobile,2,1,1
U2729,2026-01-24,Mobile,5,0,1
U2729,2026-01-25,Mobile,5,0,1
U2729,2026-01-26,Mobile,3,0,1
U2729,2026-01-27,Mobile,1,0,0
U2729,2026-01-28,Mobile,2,0,1
U2730,2026-01-15,Mobile,4,1,0
U2730,2026-01-16,Mobile,2,1,1
U2730,2026-01-18,Mobile,3,2,1
U2730,2026-01-19,Mobile,3,0,0
U2730,2026-01-20,PC,2,0,1
U2730,2026-01-21,Mobile,4,0,1
U2730,2026-01-22,PC,2,0,0
U2730,2026-01-23,PC,4,2,1
U2730,2026-01-24,Mobile,5,3,2
U2730,2026-01-25,PC,3,1,1
U2730,2026-01-26,Mobile,3,2,1
U2730,2026-01-27,Mobile,1,1,0
U2730,2026-01-28,PC,2,0,0
U2731,2026-01-15,Mobile,4,0,1
U2731,2026-01-17,PC,3,0,1
U2731,2026-01-18,Mobile,3,0,2
U2731,2026-01-19,PC,2,1,1
U2731,2026-01-20,PC,4,0,0
U2731,2026-01-21,Mobile,3,1,2
U2731,2026-01-22,Mobile,1,0,0
U2731,2026-01-23,Mobile,2,2,0
U2731,2026-01-24,Mobile,5,1,4
U2731,2026-01-25,PC,2,1,0
U2731,2026-01-26,Mobile,2,1,1
U2731,2026-01-27,Mobile,5,0,4
U2731,2026-01-28,Mobile,3,1,2
U2732,2026-01-15,Mobile,5,2,1
U2732,2026-01-16,PC,5,3,2
U2732,2026-01-17,PC,4,3,1
U2732,2026-01-18,PC,1,0,0
U2732,2026-01-19,Mobile,5,1,2
U2732,2026-01-20,PC,2,0,0
U2732,2026-01-21,Mobile,2,1,1
U2732,2026-01-22,Mobile,2,2,0
U2732,2026-01-23,Mobile,4,0,2
U2732,2026-01-24,Mobile,3,2,0
U2732,2026-01-26,Mobile,3,1,0
U2732,2026-01-27,Mobile,3,0,0
U2732,2026-01-28,Mobile,3,2,1
U2733,2026-01-15,PC,4,1,2
U2733,2026-01-16,PC,3,0,1
U2733,2026-01-17,Mobile,1,0,1
U2733,2026-01-18,Mobile,1,0,0
U2733,2026-01-19,PC,3,1,0
U2733,2026-01-20,Mobile,1,1,0
U2733,2026-01-21,Mobile,4,0,0
U2733,2026-01-22,PC,3,0,2
U2733,2026-01-23,PC,5,2,3
U2733,2026-01-24,Mobile,1,0,1
U2733,2026-01-25,Mobile,4,0,3
U2733,2026-01-26,PC,2,0,0
U2733,2026-01-27,PC,1,0,0
U2733,2026-01-28,Mobile,5,0,0
U2734,2026-01-15,Mobile,3,0,3
U2734,2026-01-16,PC,3,1,2
U2734,2026-01-17,PC,1,1,0
U2734,2026-01-18,Mobile,3,0,2
U2734,2026-01-20,PC,5,0,0
U2734,2026-01-21,Mobile,1,0,1
U2734,2026-01-22,Mobile,4,3,1
U2734,2026-01-23,Mobile,5,2,1
U2734,2026-01-24,Mobile,2,0,0
U2734,2026-01-25,Mobile,1,1,0
U2734,2026-01-27,Mobile,1,0,1
U2734,2026-01-28,Mobile,2,0,2
U2735,2026-01-15,Mobile,2,0,1
U2735,2026-01-16,PC,4,0,0
U2735,2026-01-17,Mobile,2,2,0
U2735,2026-01-18,Mobile,5,1,0
U2735,2026-01-19,PC,4,1,1
U2735,2026-01-20,PC,3,0,3
U2735,2026-01-21,PC,2,0,0
U2735,2026-01-22,Mobile,4,2,1
U2735,2026-01-24,Mobile,2,1,1
U2735,2026-01-25,PC,4,0,2
U2735,2026-01-26,PC,1,0,0
U2735,2026-01-28,PC,3,0,3
U2736,2026-01-15,Mobile,2,0,0
U2736,2026-01-17,PC,3,0,0
U2736,2026-01-18,PC,2,0,0
U2736,2026-01-19,Mobile,1,0,0
U2736,2026-01-20,Mobile,2,1,0
U2736,2026-01-21,PC,2,2,0
U2736,2026-01-23,PC,4,1,1
U2736,2026-01-24,Mobile,3,0,2
U2736,2026-01-25,PC,5,3,1
U2736,2026-01-26,Mobile,3,1,2
U2736,2026-01-28,PC,4,0,0
U2737,2026-01-15,PC,5,1,2
U2737,2026-01-17,Mobile,1,0,1
U2737,2026-01-18,Mobile,4,0,4
U2737,2026-01-19,PC,1,0,1
U2737,2026-01-20,PC,5,2,1
U2737,2026-01-21,PC,1,0,1
U2737,2026-01-22,Mobile,4,1,3
U2737,2026-01-23,Mobile,1,0,0
U2737,2026-01-24,PC,4,0,0
U2737,2026-01-25,Mobile,5,5,0
U2737,2026-01-26,Mobile,2,0,1
U2737,2026-01-27,PC,3,0,1
U2737,2026-01-28,PC,3,0,0
U2738,2026-01-15,PC,4,2,0
U2738,2026-01-16,PC,3,0,1
U2738,2026-01-17,Mobile,1,0,1
U2738,2026-01-18,PC,4,0,0
U2738,2026-01-19,Mobile,1,0,1
U2738,2026-01-20,PC,3,0,0
U2738,2026-01-21,Mobile,2,1,1
U2738,2026-01-22,PC,4,0,1
U2738,2026-01-23,PC,4,1,1
U2738,2026-01-24,PC,3,0,0
U2738,2026-01-25,Mobile,1,0,0
U2738,2026-01-26,Mobile,4,0,0
U2738,2026-01-27,PC,3,1,2
U2738,2026-01-28,PC,1,0,0
U2739,2026-01-16,Mobile,2,0,2
U2739,2026-01-17,PC,4,0,3
U2739,2026-01-18,PC,1,0,0
U2739,2026-01-19,Mobile,1,1,0
U2739,2026-01-20,Mobile,5,2,3
U2739,2026-01-21,Mobile,3,0,2
U2739,2026-01-22,PC,3,0,0
U2739,2026-01-23,Mobile,5,0,2
U2739,2026-01-24,Mobile,4,1,1
U2739,2026-01-25,Mobile,5,1,3
U2739,2026-01-26,Mobile,1,0,0
U2739,2026-01-27,Mobile,5,0,2
U2739,2026-01-28,PC,5,0,3
U2740,2026-01-15,Mobile,2,0,1
U2740,2026-01-16,Mobile,2,0,0
U2740,2026-01-17,PC,5,1,1
U2740,2026-01-18,PC,3,1,2
U2740,2026-01-19,Mobile,2,0,0
U2740,2026-01-20,Mobile,1,0,0
U2740,2026-01-21,Mobile,2,1,0
U2740,2026-01-22,Mobile,5,4,1
U2740,2026-01-23,Mobile,1,1,0
U2740,2026-01-24,PC,5,2,2
U2740,2026-01-25,PC,1,0,1
U2740,2026-01-26,Mobile,4,0,0
U2740,2026-01-27,PC,5,0,0
U2740,2026-01-28,PC,5,0,0
U2741,2026-01-15,Mobile,5,1,2
U2741,2026-01-16,Mobile,2,2,0
U2741,2026-01-17,Mobile,5,2,0
U2741,2026-01-18,Mobile,1,1,0
U2741,2026-01-19,Mobile,4,0,0
U2741,2026-01-20,Mobile,2,0,0
U2741,2026-01-21,Mobile,1,0,0
U2741,2026-01-22,Mobile,1,0,1
U2741,2026-01-23,Mobile,1,0,0
U2741,2026-01-24,Mobile,5,2,1
U2741,2026-01-25,Mobile,1,1,0
U2741,2026-01-26,Mobile,5,0,5
U2741,2026-01-27,Mobile,4,2,2
U2741,2026-01-28,PC,5,4,1
U2742,2026-01-15,PC,1,0,0
U2742,2026-01-17,PC,5,0,1
U2742,2026-01-18,Mobile,5,1,4
U2742,2026-01-19,Mobile,2,0,0
U2742,2026-01-20,Mobile,2,0,0
U2742,2026-01-21,Mobile,4,0,0
U2742,2026-01-22,Mobile,4,2,2
U2742,2026-01-23,PC,3,0,0
U2742,2026-01-24,Mobile,5,0,0
U2742,2026-01-25,PC,5,1,3
U2742,2026-01-26,Mobile,5,3,1
U2742,2026-01-27,PC,3,0,2
U2742,2026-01-28,PC,2,0,1
U2743,2026-01-15,PC,4,0,0
U2743,2026-01-16,Mobile,5,0,1
U2743,2026-01-17,PC,4,0,1
