user_id,user_type,group,gender,age
U3322,신규 고객,A,여성,44
U3323,신규 고객,A,남성,27
U3324,신규 고객,A,여성,20
U3325,신규 고객,A,남성,36
U3326,신규 고객,B,남성,22
U3327,신규 고객,A,남성,31
U3328,신규 고객,B,여성,42
U3329,신규 고객,A,여성,28
U3330,신규 고객,A,남성,40
U3331,신규 고객,A,남성,42
U3332,신규 고객,A,남성,23
U3333,신규 고객,B,남성,34
U3334,신규 고객,B,남성,34
U3335,신규 고객,A,남성,26
U3336,신규 고객,A,남성,31
U3337,신규 고객,A,여성,28
U3338,신규 고객,B,여성,20
U3339,신규 고객,B,여성,50
U3340,신규 고객,A,여성,38
U3341,신규 고객,A,남성,49
U3342,신규 고객,B,남성,22
U3343,신규 고객,A,남성,25
U3344,신규 고객,B,남성,24
U3345,신규 고객,B,남성,33
U3346,신규 고객,A,여성,42
U3347,신규 고객,B,남성,46
U3348,신규 고객,B,남성,26
U3349,신규 고객,B,여성,57
U3350,신규 고객,A,여성,20
U3351,신규 고객,A,여성,41
U3352,신규 고객,B,남성,22
U3353,신규 고객,A,여성,42
U3354,신규 고객,B,남성,35
U3355,신규 고객,B,여성,24
U3356,신규 고객,B,남성,25
U3357,신규 고객,A,여성,52
U3358,신규 고객,A,여성,34
U3359,신규 고객,B,여성,27
U3360,신규 고객,B,남성,38
U3361,신규 고객,B,여성,31
U3362,신규 고객,B,남성,35
U3363,신규 고객,A,남성,41
U3364,신규 고객,A,남성,29
U3365,신규 고객,B,남성,37
U3366,신규 고객,B,남성,34
U3367,신규 고객,A,남성,49
U3368,신규 고객,A,남성,44
U3369,신규 고객,B,여성,29
U3370,신규 고객,B,여성,25
U3371,신규 고객,B,여성,40
U3372,신규 고객,A,여성,54
U3373,신규 고객,B,남성,50
U3374,신규 고객,A,여성,27
U3375,신규 고객,B,여성,39
U3376,신규 고객,A,여성,38
U3377,신규 고객,B,남성,38
U3378,신규 고객,A,남성,34
U3379,신규 고객,A,여성,40
U3380,신규 고객,B,남성,43
U3381,신규 고객,B,남성,36
U3382,신규 고객,A,여성,38
U3383,신규 고객,A,남성,60
U3384,신규 고객,B,여성,37
U3385,신규 고객,A,여성,47
U3386,신규 고객,B,남성,48
U3387,신규 고객,A,남성,43
U3388,신규 고객,A,남성,48
U3389,신규 고객,A,남성,34
U3390,신규 고객,B,여성,33
U3391,신규 고객,B,남성,32
U3392,신규 고객,A,남성,48
U3393,신규 고객,B,여성,29
U3394,신규 고객,A,남성,42
U3395,신규 고객,A,여성,31
U3396,신규 고객,A,남성,35
U3397,신규 고객,B,남성,45
U3398,신규 고객,A,여성,20
U3399,신규 고객,A,남성,20
U3400,신규 고객,A,여성,28
U3401,신규 고객,B,남성,54
U3402,신규 고객,B,남성,35
U3403,신규 고객,B,남성,46
U3404,신규 고객,B,남성,21
U3405,신규 고객,B,여성,41
U3406,신규 고객,B,여성,32
U3407,신규 고객,A,남성,33
U3408,신규 고객,B,남성,23
U3409,신규 고객,A,여성,33
U3410,신규 고객,A,여성,23
U3411,신규 고객,A,여성,41
U3412,신규 고객,A,남성,42
U3413,신규 고객,B,남성,41
U3414,신규 고객,A,남성,20
U3415,신규 고객,A,여성,54
U3416,신규 고객,A,여성,47
U3417,신규 고객,B,여성,35
U3418,신규 고객,A,여성,56
U3419,신규 고객,B,여성,34
U3420,신규 고객,B,남성,24
U3421,신규 고객,A,남성,30
U3422,신규 고객,B,남성,37
U3423,신규 고객,A,남성,24
U3424,신규 고객,A,남성,36
U3425,신규 고객,A,여성,53
U3426,신규 고객,A,남성,31
U3427,신규 고객,A,남성,43
U3428,신규 고객,A,남성,38
U3429,신규 고객,B,남성,42
U3430,신규 고객,A,남성,46
U3431,신규 고객,B,남성,27
U3432,신규 고객,A,남성,37
U3433,신규 고객,B,남성,20
U3434,신규 고객,B,남성,40
U3435,신규 고객,B,남성,37
U3436,신규 고객,A,여성,34
U3437,신규 고객,A,남성,34
U3438,신규 고객,A,여성,24
U3439,신규 고객,B,여성,52
U3440,신규 고객,B,여성,20
U3441,신규 고객,A,여성,45
U3442,신규 고객,B,여성,31
U3443,신규 고객,A,남성,46
U3444,신규 고객,A,여성,36
U3445,신규 고객,A,여성,20
U3446,신규 고객,B,여성,36
U3447,신규 고객,A,남성,46
U3448,신규 고객,B,여성,20
U3449,신규 고객,A,여성,40
U3450,신규 고객,A,남성,38
U3451,신규 고객,A,여성,38
U3452,신규 고객,B,여성,41
U3453,신규 고객,A,남성,26
U3454,신규 고객,B,여성,20
U3455,신규 고객,A,남성,20
U3456,신규 고객,B,여성,38
U3457,신규 고객,A,여성,42
U3458,신규 고객,A,여성,40
U3459,신규 고객,A,여성,42
U3460,신규 고객,A,남성,34
U3461,신규 고객,B,남성,31
U3462,신규 고객,A,남성,20
U3463,신규 고객,B,남성,26
U3464,신규 고객,B,여성,50
U3465,신규 고객,A,남성,34
U3466,신규 고객,B,남성,33
U3467,신규 고객,B,여성,39
U3468,신규 고객,A,남성,30
U3469,신규 고객,B,남성,57
U3470,신규 고객,A,여성,20
U3471,신규 고객,B,여성,44
U3472,신규 고객,A,여성,40
U3473,신규 고객,A,여성,40
U3474,신규 고객,B,여성,31
U3475,신규 고객,A,남성,20
U3476,신규 고객,A,여성,21
U3477,신규 고객,A,남성,47
U3478,신규 고객,B,남성,42
U3479,신규 고객,B,남성,41
U3480,신규 고객,B,남성,25
U3481,신규 고객,A,남성,34
U3482,신규 고객,B,남성,22
U3483,신규 고객,A,여성,43
U3484,신규 고객,B,남성,37
U3485,신규 고객,A,여성,43
U3486,신규 고객,A,여성,40
U3487,신규 고객,A,남성,37
U3488,신규 고객,B,남성,32
U3489,신규 고객,A,남성,42
U3490,신규 고객,B,남성,32
U3491,신규 고객,A,남성,59
U3492,신규 고객,A,여성,48
U3493,신규 고객,A,여성,32
U3494,신규 고객,B,여성,20
U3495,신규 고객,A,남성,37
U3496,신규 고객,A,여성,48
U3497,신규 고객,B,남성,39
U3498,신규 고객,A,여성,20
U3499,신규 고객,A,여성,47
U3500,신규 고객,B,남성,30
U3501,신규 고객,B,여성,42
U3502,신규 고객,A,여성,41
U3503,신규 고객,B,여성,22
U3504,신규 고객,A,여성,34
U3505,신규 고객,A,남성,37
U3506,신규 고객,A,여성,33
U3507,신규 고객,A,남성,45
U3508,신규 고객,B,여성,33
U3509,신규 고객,A,여성,56
U3510,신규 고객,A,남성,43
U3511,신규 고객,B,여성,48
U3512,신규 고객,A,여성,43
U3513,신규 고객,B,남성,50
U3514,신규 고객,A,남성,27
U3515,신규 고객,A,여성,40
U3516,신규 고객,B,남성,26
U3517,신규 고객,B,여성,25
U3518,신규 고객,B,여성,33
U3519,신규 고객,B,여성,33
U3520,신규 고객,B,여성,37
U3521,신규 고객,B,남성,27
U3522,신규 고객,A,남성,48
U3523,신규 고객,B,남성,34
U3524,신규 고객,A,여성,40
U3525,신규 고객,A,남성,36
U3526,신규 고객,A,남성,20
U3527,신규 고객,A,남성,26
U3528,신규 고객,A,여성,43
U3529,신규 고객,A,남성,30
U3530,신규 고객,B,여성,27
U3531,신규 고객,A,남성,42
U3532,신규 고객,B,남성,37
U3533,신규 고객,A,남성,32
U3534,신규 고객,A,남성,38
U3535,신규 고객,B,남성,29
U3536,신규 고객,B,남성,36
U3537,신규 고객,B,여성,35
U3538,신규 고객,A,남성,31
U3539,신규 고객,B,남성,34
U3540,신규 고객,A,여성,22
U3541,신규 고객,A,남성,28
U3542,신규 고객,A,여성,59
U3543,신규 고객,B,남성,28
U3544,신규 고객,B,여성,46
U3545,신규 고객,A,남성,31
U3546,신규 고객,A,남성,34
U3547,신규 고객,A,남성,21
U3548,신규 고객,B,여성,26
U3549,신규 고객,A,여성,39
U3550,신규 고객,A,여성,34
U3551,신규 고객,A,남성,42
U3552,신규 고객,A,남성,39
U3553,신규 고객,B,남성,55
U3554,신규 고객,A,여성,24
U3555,신규 고객,B,남성,46
U3556,신규 고객,A,여성,26
U3557,신규 고객,A,남성,23
U3558,신규 고객,A,여성,34
U3559,신규 고객,A,여성,35
U3560,신규 고객,A,여성,34
U3561,신규 고객,B,여성,33
U3562,신규 고객,B,여성,26
U3563,신규 고객,B,남성,46
U3564,신규 고객,B,여성,24
U3565,신규 고객,B,여성,39
U3566,신규 고객,A,남성,24
U3567,신규 고객,A,남성,23
U3568,신규 고객,A,남성,38
U3569,신규 고객,A,여성,43
U3570,신규 고객,B,여성,48
U3571,신규 고객,A,여성,43
U3572,신규 고객,A,여성,39
U3573,신규 고객,B,남성,43
U3574,신규 고객,A,여성,33
U3575,신규 고객,A,남성,37
U3576,신규 고객,B,여성,35
U3577,신규 고객,B,남성,36
U3578,신규 고객,B,여성,30
U3579,신규 고객,B,여성,25
U3580,신규 고객,B,여성,38
U3581,신규 고객,B,여성,37
U3582,신규 고객,B,남성,30
U3583,신규 고객,A,남성,37
U3584,신규 고객,B,남성,38
U3585,신규 고객,A,여성,36
U3586,신규 고객,A,남성,21
U3587,신규 고객,A,여성,40
U3588,신규 고객,B,남성,47
U3589,신규 고객,B,여성,20
U3590,신규 고객,B,여성,20
U3591,신규 고객,A,남성,20
U3592,신규 고객,A,남성,34
U3593,신규 고객,A,남성,58
U3594,신규 고객,B,여성,27
U3595,신규 고객,A,남성,47
U3596,신규 고객,B,남성,44
U3597,신규 고객,B,여성,37
U3598,신규 고객,B,남성,26
U3599,신규 고객,A,남성,22
U3600,신규 고객,B,남성,33
U3601,신규 고객,A,남성,24
U3602,신규 고객,A,여성,41
U3603,신규 고객,A,여성,49
U3604,신규 고객,B,남성,37
U3605,신규 고객,B,여성,26
U3606,신규 고객,A,남성,36
U3607,신규 고객,B,남성,20
U3608,신규 고객,A,여성,39
U3609,신규 고객,A,여성,35
U3610,신규 고객,A,여성,47
U3611,신규 고객,B,여성,29
U3612,신규 고객,A,여성,41
U3613,신규 고객,B,남성,34
U3614,신규 고객,B,남성,20
U3615,신규 고객,A,남성,37
U3616,신규 고객,B,여성,41
U3617,신규 고객,A,남성,22
U3618,신규 고객,A,남성,27
U3619,신규 고객,A,남성,20
U3620,신규 고객,A,남성,59
U3621,신규 고객,A,남성,49
U3622,신규 고객,A,남성,57
U3623,신규 고객,A,여성,33
U3624,신규 고객,B,여성,37
U3625,신규 고객,B,남성,38
U3626,신규 고객,B,남성,20
U3627,신규 고객,A,남성,34
U3628,신규 고객,B,여성,33
U3629,신규 고객,B,여성,42
U3630,신규 고객,B,여성,52
U3631,신규 고객,B,여성,41
U3632,신규 고객,A,여성,30
U3633,신규 고객,A,남성,52
U3634,신규 고객,B,여성,29
U3635,신규 고객,A,남성,37
U3636,신규 고객,A,남성,30
U3637,신규 고객,B,남성,21
U3638,신규 고객,B,남성,21
U3639,신규 고객,A,여성,28
U3640,신규 고객,B,여성,20
U3641,신규 고객,B,남성,40
U3642,신규 고객,A,여성,39
U3643,신규 고객,A,남성,35
U3644,신규 고객,A,여성,32
U3645,신규 고객,A,여성,30
U3646,신규 고객,B,여성,42
U3647,신규 고객,B,여성,47
U3648,신규 고객,B,여성,34
U3649,신규 고객,B,여성,20
U3650,신규 고객,A,여성,33
U3651,신규 고객,B,남성,38
U3652,신규 고객,B,남성,32
U3653,신규 고객,A,여성,37
U3654,신규 고객,A,여성,47
U3655,신규 고객,A,남성,57
U3656,신규 고객,B,남성,38
U3657,신규 고객,B,여성,48
U3658,신규 고객,B,여성,46
U3659,신규 고객,B,여성,36
U3660,신규 고객,B,남성,23
U3661,신규 고객,A,여성,30
U3662,신규 고객,B,남성,48
U3663,신규 고객,A,남성,31
U3664,신규 고객,A,남성,20
U3665,신규 고객,B,여성,35
U3666,신규 고객,B,남성,35
U3667,신규 고객,A,남성,27
U3668,신규 고객,A,여성,39
U3669,신규 고객,A,남성,41
U3670,신규 고객,B,남성,56
U3671,신규 고객,B,남성,42
U3672,신규 고객,A,남성,49
U3673,신규 고객,B,남성,31
U3674,신규 고객,A,남성,47
U3675,신규 고객,B,여성,20
U3676,신규 고객,B,남성,36
U3677,신규 고객,B,여성,37
U3678,신규 고객,B,남성,25
U3679,신규 고객,A,남성,26
U3680,신규 고객,B,여성,36
U3681,신규 고객,A,남성,30
U3682,신규 고객,A,여성,40
U3683,신규 고객,A,여성,39
U3684,신규 고객,B,여성,44
U3685,신규 고객,B,남성,38
U3686,신규 고객,B,남성,37
U3687,신규 고객,A,남성,48
U3688,신규 고객,A,여성,41
U3689,신규 고객,B,여성,36
U3690,신규 고객,B,남성,42
U3691,신규 고객,B,여성,26
U3692,신규 고객,B,여성,25
U3693,신규 고객,B,여성,33
U3694,신규 고객,B,남성,20
U3695,신규 고객,A,여성,39
U3696,신규 고객,A,여성,49
U3697,신규 고객,B,여성,40
U3698,신규 고객,B,여성,51
U3699,신규 고객,A,여성,50
U3700,신규 고객,B,여성,48
U3701,신규 고객,A,남성,47
U3702,신규 고객,B,여성,26
U3703,신규 고객,B,남성,25
U3704,신규 고객,A,남성,35
U3705,신규 고객,B,여성,20
U3706,신규 고객,B,남성,49
U3707,신규 고객,B,남성,31
U3708,신규 고객,A,남성,40
U3709,신규 고객,B,남성,26
U3710,신규 고객,B,남성,38
U3711,신규 고객,B,남성,37
U3712,신규 고객,A,남성,25
U3713,신규 고객,B,남성,44
U3714,신규 고객,A,남성,27
U3715,신규 고객,A,남성,36
U3716,신규 고객,B,여성,31
U3717,신규 고객,B,여성,59
U3718,신규 고객,A,여성,36
U3719,신규 고객,A,남성,44
U3720,신규 고객,A,남성,43
U3721,신규 고객,B,여성,47
U3722,신규 고객,B,여성,37
U3723,신규 고객,B,남성,40
U3724,신규 고객,B,여성,34
U3725,신규 고객,A,여성,30
U3726,신규 고객,B,여성,42
U3727,신규 고객,A,남성,29
U3728,신규 고객,B,여성,20
U3729,신규 고객,A,남성,31
U3730,신규 고객,A,남성,45
U3731,신규 고객,A,여성,20
U3732,신규 고객,A,여성,44
U3733,신규 고객,A,남성,41
U3734,신규 고객,B,여성,32
U3735,신규 고객,B,여성,37
U3736,신규 고객,B,남성,26
U3737,신규 고객,A,남성,43
U3738,신규 고객,B,남성,20
U3739,신규 고객,A,남성,49
U3740,신규 고객,A,여성,38
U3741,신규 고객,A,남성,44
U3742,신규 고객,B,남성,40
U3743,신규 고객,A,여성,42
U3744,신규 고객,A,여성,31
U3745,신규 고객,B,남성,28
U3746,신규 고객,A,남성,45
U3747,신규 고객,B,남성,35
U3748,신규 고객,A,여성,52
U3749,신규 고객,A,여성,39
U3750,신규 고객,B,남성,20
U3751,신규 고객,B,남성,39
U3752,신규 고객,A,여성,36
U3753,신규 고객,B,여성,22
U3754,신규 고객,A,여성,20
U3755,신규 고객,B,여성,20
U3756,신규 고객,A,남성,20
U3757,신규 고객,B,여성,36
U3758,신규 고객,A,남성,20
U3759,신규 고객,A,남성,28
U3760,신규 고객,B,여성,36
U3761,신규 고객,A,여성,50
U3762,신규 고객,A,여성,39
U3763,신규 고객,A,남성,40
U3764,신규 고객,A,여성,46
U3765,신규 고객,A,남성,26
U3766,신규 고객,A,남성,35
U3767,신규 고객,A,여성,20
U3768,신규 고객,A,여성,41
U3769,신규 고객,A,남성,43
U3770,신규 고객,A,남성,20
U3771,신규 고객,A,여성,37
U3772,신규 고객,A,여성,29
U3773,신규 고객,A,남성,31
U3774,신규 고객,A,남성,27
U3775,신규 고객,A,여성,35
U3776,신규 고객,B,여성,23
U3777,신규 고객,B,남성,38
U3778,신규 고객,A,남성,20
U3779,신규 고객,B,남성,33
U3780,신규 고객,B,남성,23
U3781,신규 고객,A,여성,30
U3782,신규 고객,A,여성,40
U3783,신규 고객,B,여성,24
U3784,신규 고객,A,남성,38
U3785,신규 고객,B,여성,45
U3786,신규 고객,A,여성,32
U3787,신규 고객,B,남성,33
U3788,신규 고객,B,남성,43
U3789,신규 고객,A,여성,53
U3790,신규 고객,A,남성,32
U3791,신규 고객,B,여성,39
U3792,신규 고객,B,여성,43
U3793,신규 고객,B,남성,44
U3794,신규 고객,A,남성,28
U3795,신규 고객,B,남성,46
U3796,신규 고객,B,여성,39
U3797,신규 고객,A,남성,34
U3798,신규 고객,B,여성,35
U3799,신규 고객,B,여성,29
U3800,신규 고객,B,여성,32
U3801,신규 고객,B,여성,38
U3802,신규 고객,A,여성,38
U3803,신규 고객,B,여성,20
U3804,신규 고객,B,남성,48
U3805,신규 고객,B,여성,57
U3806,신규 고객,A,남성,46
U3807,신규 고객,B,여성,23
U3808,신규 고객,B,여성,34
U3809,신규 고객,B,여성,20
U3810,신규 고객,A,남성,28
U3811,신규 고객,B,남성,46
U3812,신규 고객,A,여성,34
U3813,신규 고객,B,남성,34
U3814,신규 고객,B,남성,41
U3815,신규 고객,A,여성,35
U3816,신규 고객,B,남성,39
U3817,신규 고객,A,여성,30
U3818,신규 고객,B,남성,28
U3819,신규 고객,A,남성,35
U3820,신규 고객,B,남성,50
U3821,신규 고객,B,남성,29
U3822,신규 고객,A,여성,28
U3823,신규 고객,A,남성,43
U3824,신규 고객,B,여성,37
U3825,신규 고객,B,남성,41
U3826,신규 고객,B,남성,34
U3827,신규 고객,A,남성,44
U3828,신규 고객,B,남성,40
U3829,신규 고객,B,남성,55
U3830,신규 고객,A,남성,29
U3831,신규 고객,B,남성,35
U3832,신규 고객,A,남성,35
U3833,신규 고객,B,여성,58
U3834,신규 고객,B,여성,24
U3835,신규 고객,A,여성,31
U3836,신규 고객,A,남성,29
U3837,신규 고객,A,남성,24
U3838,신규 고객,A,여성,57
U3839,신규 고객,B,남성,53
U3840,신규 고객,A,남성,35
U3841,신규 고객,B,남성,44
U3842,신규 고객,A,남성,37
U3843,신규 고객,B,여성,41
U3844,신규 고객,B,남성,45
U3845,신규 고객,A,여성,42
U3846,신규 고객,A,여성,21
U3847,신규 고객,A,여성,40
U3848,신규 고객,B,여성,24
U3849,신규 고객,B,남성,21
U3850,신규 고객,A,여성,27
U3851,신규 고객,A,남성,43
U3852,신규 고객,A,남성,31
U3853,신규 고객,A,여성,41
U3854,신규 고객,A,남성,29
U3855,신규 고객,A,남성,40
U3856,신규 고객,A,여성,35
U3857,신규 고객,A,여성,33
U3858,신규 고객,A,남성,49
U3859,신규 고객,B,여성,26
U3860,신규 고객,B,남성,54
U3861,신규 고객,B,여성,29
U3862,신규 고객,A,남성,38
U3863,신규 고객,B,남성,49
U3864,신규 고객,B,여성,20
U3865,신규 고객,A,남성,33
U3866,신규 고객,A,남성,22
U3867,신규 고객,A,여성,44
U3868,신규 고객,A,여성,39
U3869,신규 고객,B,여성,37
U3870,신규 고객,A,남성,43
U3871,신규 고객,A,여성,24
U3872,신규 고객,B,남성,39
U3873,신규 고객,B,남성,35
U3874,신규 고객,A,여성,33
U3875,신규 고객,B,남성,40
U3876,신규 고객,B,여성,39
U3877,신규 고객,A,여성,36
U3878,신규 고객,B,남성,45
U3879,신규 고객,A,여성,21
U3880,신규 고객,B,남성,45
U3881,신규 고객,A,여성,20
U3882,신규 고객,B,여성,20
U3883,신규 고객,B,여성,31
U3884,신규 고객,A,여성,36
U3885,신규 고객,B,남성,28
U3886,신규 고객,A,여성,31
U3887,신규 고객,B,여성,30
U3888,신규 고객,B,남성,32
U3889,신규 고객,A,여성,31
U3890,신규 고객,B,여성,41
U3891,신규 고객,A,여성,37
U3892,신규 고객,A,남성,35
U3893,신규 고객,B,남성,36
U3894,신규 고객,A,남성,26
U3895,신규 고객,B,여성,40
U3896,신규 고객,B,여성,29
U3897,신규 고객,A,남성,35
U3898,신규 고객,B,여성,47
U3899,신규 고객,A,여성,31
U3900,신규 고객,B,여성,35
U3901,신규 고객,B,남성,56
U3902,신규 고객,B,남성,29
U3903,신규 고객,A,남성,31
U3904,신규 고객,B,여성,20
U3905,신규 고객,A,남성,40
U3906,신규 고객,B,남성,25
U3907,신규 고객,B,남성,40
U3908,신규 고객,B,남성,36
U3909,신규 고객,A,여성,20
U3910,신규 고객,B,남성,34
U3911,신규 고객,A,여성,28
U3912,신규 고객,B,여성,36
U3913,신규 고객,A,여성,36
U3914,신규 고객,B,여성,48
U3915,신규 고객,A,남성,27
U3916,신규 고객,A,남성,31
U3917,신규 고객,A,여성,36
U3918,신규 고객,A,여성,20
U3919,신규 고객,B,여성,21
U3920,신규 고객,A,남성,50
U3921,신규 고객,B,여성,39
U3922,신규 고객,B,여성,33
U3923,신규 고객,A,여성,48
U3924,신규 고객,A,여성,29
U3925,신규 고객,A,여성,38
U3926,신규 고객,B,남성,39
U3927,신규 고객,B,여성,30
U3928,신규 고객,B,여성,41
U3929,신규 고객,A,남성,40
U3930,신규 고객,A,남성,21
U3931,신규 고객,A,남성,40
U3932,신규 고객,A,남성,60
U3933,신규 고객,A,여성,20
U3934,신규 고객,B,남성,34
U3935,신규 고객,B,여성,35
U3936,신규 고객,B,여성,47
U3937,신규 고객,B,남성,38
U3938,신규 고객,B,남성,44
U3939,신규 고객,A,남성,40
U3940,신규 고객,A,남성,27
U3941,신규 고객,A,여성,35
U3942,신규 고객,B,남성,28
U3943,신규 고객,B,여성,24
U3944,신규 고객,B,남성,45
U3945,신규 고객,B,남성,25
U3946,신규 고객,A,여성,51
U3947,신규 고객,A,여성,26
U3948,신규 고객,B,여성,35
U3949,신규 고객,B,남성,47
U3950,신규 고객,B,여성,42
U3951,신규 고객,B,남성,31
U3952,신규 고객,A,여성,36
U3953,신규 고객,B,남성,33
U3954,신규 고객,A,남성,38
U3955,신규 고객,A,남성,31
U3956,신규 고객,A,남성,50
U3957,신규 고객,A,여성,33
U3958,신규 고객,B,여성,28
U3959,신규 고객,B,여성,40
U3960,신규 고객,A,여성,43
U3961,신규 고객,B,여성,31
U3962,신규 고객,B,여성,22
U3963,신규 고객,A,여성,46
U3964,신규 고객,B,여성,52
U3965,신규 고객,B,여성,20
U3966,신규 고객,B,여성,39
U3967,신규 고객,A,남성,34
U3968,신규 고객,A,남성,20
U3969,신규 고객,B,남성,20
U3970,신규 고객,B,여성,36
U3971,신규 고객,A,여성,20
U3972,신규 고객,A,남성,41
U3973,신규 고객,B,남성,32
U3974,신규 고객,A,여성,25
U3975,신규 고객,A,남성,31
U3976,신규 고객,B,여성,35
U3977,신규 고객,B,여성,34
U3978,신규 고객,B,남성,25
U3979,신규 고객,B,여성,20
U3980,신규 고객,B,여성,34
U3981,신규 고객,B,여성,27
U3982,신규 고객,B,남성,25
U3983,신규 고객,A,남성,51
U3984,신규 고객,B,여성,46
U3985,신규 고객,B,여성,24
U3986,신규 고객,B,남성,25
U3987,신규 고객,B,남성,24
U3988,신규 고객,B,남성,30
U3989,신규 고객,A,여성,37
U3990,신규 고객,A,여성,30
U3991,신규 고객,A,남성,34
U3992,신규 고객,B,여성,38
U3993,신규 고객,B,남성,28
U3994,신규 고객,B,남성,35
U3995,신규 고객,A,여성,46
U3996,신규 고객,B,남성,33
U3997,신규 고객,A,남성,49
U3998,신규 고객,A,남성,27
U3999,신규 고객,B,남성,38
U4000,신규 고객,A,여성,28
U4001,신규 고객,A,남성,28
U4002,신규 고객,B,여성,28
U4003,신규 고객,B,여성,39
U4004,신규 고객,B,남성,34
U4005,신규 고객,A,여성,34
U4006,신규 고객,B,남성,42
U4007,신규 고객,A,남성,27
U4008,신규 고객,A,여성,33
U4009,신규 고객,B,여성,29
U4010,신규 고객,A,여성,35
U4011,신규 고객,B,여성,32
U4012,신규 고객,B,남성,53
U4013,신규 고객,A,여성,44
U4014,신규 고객,A,남성,41
U4015,신규 고객,B,남성,27
U4016,신규 고객,B,남성,58
U4017,신규 고객,B,여성,21
U4018,신규 고객,A,남성,32
U4019,신규 고객,B,여성,41
U4020,신규 고객,B,남성,39
U4021,신규 고객,A,남성,37
U4022,신규 고객,B,남성,46
U4023,신규 고객,B,여성,36
U4024,신규 고객,B,남성,20
U4025,신규 고객,B,남성,47
U4026,신규 고객,B,여성,40
U4027,신규 고객,A,여성,25
U4028,신규 고객,A,남성,26
U4029,신규 고객,B,남성,31
U4030,신규 고객,A,남성,44
U4031,신규 고객,A,여성,35
U4032,신규 고객,B,남성,24
U4033,신규 고객,B,남성,32
U4034,신규 고객,A,남성,22
U4035,신규 고객,A,여성,24
U4036,신규 고객,B,여성,37
U4037,신규 고객,A,남성,39
U4038,신규 고객,A,남성,34
U4039,신규 고객,A,남성,28
U4040,신규 고객,B,여성,21
U4041,신규 고객,B,여성,39
U4042,신규 고객,B,남성,40
U4043,신규 고객,A,여성,29
U4044,신규 고객,B,여성,42
U4045,신규 고객,B,여성,32
U4046,신규 고객,B,남성,30
U4047,신규 고객,B,남성,25
U4048,신규 고객,A,여성,40
U4049,신규 고객,A,여성,31
U4050,신규 고객,B,남성,20
U4051,신규 고객,A,여성,20
U4052,신규 고객,A,남성,26
U4053,신규 고객,A,남성,20
U4054,신규 고객,B,여성,44
U4055,신규 고객,A,남성,34
U4056,신규 고객,B,여성,40
U4057,신규 고객,A,남성,31
U4058,신규 고객,A,남성,24
U4059,신규 고객,A,여성,35
U4060,신규 고객,A,남성,20
U4061,신규 고객,B,여성,20
U4062,신규 고객,A,여성,24
U4063,신규 고객,A,남성,42
U4064,신규 고객,B,여성,27
U4065,신규 고객,B,남성,20
U4066,신규 고객,B,남성,44
U4067,신규 고객,A,남성,26
U4068,신규 고객,B,남성,20
U4069,신규 고객,A,여성,33
U4070,신규 고객,A,여성,41
U4071,신규 고객,B,남성,36
U4072,신규 고객,B,남성,33
U4073,신규 고객,B,남성,43
U4074,신규 고객,B,여성,37
U4075,신규 고객,A,여성,21
U4076,신규 고객,B,여성,20
U4077,신규 고객,B,여성,22
U4078,신규 고객,B,여성,41
U4079,신규 고객,B,여성,20
U4080,신규 고객,B,남성,32
U4081,신규 고객,A,남성,49
U4082,신규 고객,B,남성,40
U4083,신규 고객,A,여성,34
U4084,신규 고객,A,남성,39
U4085,신규 고객,A,남성,44
U4086,신규 고객,A,남성,29
U4087,신규 고객,A,여성,23
U4088,신규 고객,B,남성,26
U4089,신규 고객,A,여성,40
U4090,신규 고객,A,여성,40
U4091,신규 고객,A,여성,35
U4092,신규 고객,B,여성,20
U4093,신규 고객,A,남성,24
U4094,신규 고객,A,남성,36
U4095,신규 고객,A,남성,33
U4096,신규 고객,A,여성,30
U4097,신규 고객,A,여성,36
U4098,신규 고객,B,여성,41
U4099,신규 고객,B,여성,42
U4100,신규 고객,A,여성,31
U4101,신규 고객,B,남성,44
U4102,신규 고객,A,남성,20
U4103,신규 고객,B,여성,46
U4104,신규 고객,A,남성,35
U4105,신규 고객,B,여성,41
U4106,신규 고객,B,남성,25
U4107,신규 고객,A,남성,40
U4108,신규 고객,B,여성,31
U4109,신규 고객,A,남성,39
U4110,신규 고객,B,남성,33
U4111,신규 고객,A,남성,34
U4112,신규 고객,B,남성,42
U4113,신규 고객,A,남성,26
U4114,신규 고객,B,남성,21
U4115,신규 고객,B,남성,22
U4116,신규 고객,A,남성,51
U4117,신규 고객,A,여성,34
U4118,신규 고객,B,여성,47
U4119,신규 고객,B,여성,31
U4120,신규 고객,A,남성,32
U4121,신규 고객,A,남성,35
U4122,신규 고객,B,남성,37
U4123,신규 고객,B,남성,20
U4124,신규 고객,A,남성,33
U4125,신규 고객,B,남성,20
U4126,신규 고객,A,여성,36
U4127,신규 고객,A,남성,35
U4128,신규 고객,B,여성,30
U4129,신규 고객,B,여성,54
U4130,신규 고객,B,여성,45
U4131,신규 고객,B,여성,46
U4132,신규 고객,A,여성,27
U4133,신규 고객,B,여성,44
U4134,신규 고객,B,여성,20
U4135,신규 고객,B,여성,31
U4136,신규 고객,B,남성,29
U4137,신규 고객,A,여성,44
U4138,신규 고객,A,여성,43
U4139,신규 고객,A,남성,20
U4140,신규 고객,A,남성,47
U4141,신규 고객,A,여성,51
U4142,신규 고객,B,남성,20
U4143,신규 고객,B,남성,23
